,Unnamed: 0.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,reviewTextClean,length,predictedSentiment,predictedSentimentConfidence
326,2425,2.0,True,"02 25, 2018",A2UVALXRJ35D1A,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,Two Stars,1519516800,,,run big super uncomfortable sol squeak breathe,89,0,1.0
327,2824,5.0,True,"12 5, 2017",A1LKTJ6HKH077C,B014IBJKNO,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",m.e,great,Five Stars,1512432000,,,great,5,1,1.0
328,2886,5.0,True,"07 18, 2017",A1PFKS00R93MRZ,B014IBJKNO,"{'Size:': ' 8.5 M US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Rakesh Duneja,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,1500336000,,,attractive shoe true size fit expected satisfied seller delivered time,124,1,1.0
329,1768,5.0,True,"05 30, 2017",A14LVJDMDABMML,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Chris,"My second pair, love the fit, light weight and great support.",love the fit,1496102400,,,second pair love fit light weight great support,61,1,1.0
330,1015,5.0,True,"06 26, 2017",A21M1G84SE8SOO,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Pat Chavez,Fit good,Five Stars,1498435200,,,fit good,8,1,1.0
331,1408,3.0,True,"05 10, 2017",ADD8OMIBXZ89G,B009MA34NY,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gwen F.,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",Lack support but overall good shoe,1494374400,,,super light comfortable runner lack bit arch support sol foot sore going add insert try fix problem,170,1,0.25
332,2627,4.0,True,"01 18, 2017",ARY4E7Y947T9P,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Kindle Customer,"Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!",but if I wear thick socks they are fine. Also,1484697600,,,arrived time probably gone instead seem little big wear thick sock fine also sometimes make annoying squeaky noise run certain surface trying get worn satisfied purchase,316,1,0.25
333,1729,5.0,True,"08 12, 2017",A3LGYYLGO2KJOE,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Bree,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,1502496000,,,love shoe buying nike year bought pair work everyday wear another pair working active wear also last long time opinion especially take care,230,1,1.0
334,2051,1.0,True,"11 19, 2017",A1BN6I0B2OF7WB,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",goldenhikergirl,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!,1511049600,,,usually wear size fit fine way narrow thought might stretch didnt give away,133,0,1.0
335,1148,5.0,True,"11 23, 2016",A1223JGQ0GRSPT,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",CStaples,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,1479859200,,,super light weight comfortable kick box run good support,76,1,1.0
336,22,5.0,True,"06 24, 2015",AW8UBYMNJ894V,B000V0IBDM,,Cognizant Consumer,A little more cushion than the Powerstep Protech but the arch is maybe just a little lower. We love both styles. Excellent for plantar fasciitis and neuromas.,Great comfort!,1435104000,,,little cushion powerstep protech arch maybe little lower love style excellent plantar fasciitis neuroma,158,1,1.0
337,2143,5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B005AGO4LU,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",J.T.,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,1495152000,2.0,"['https://images-na.ssl-images-amazon.com/images/I/714tarywrwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718Y-qb+NUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81mJY5XtKRL._SY88.jpg']",super comfy true size use boot camp cross fit great absolutely recommended,109,1,1.0
338,2094,5.0,True,"08 20, 2017",AB29N6EMOFEVW,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",dan h.,Good shoes,Five Stars,1503187200,,,good shoe,10,1,1.0
339,1401,3.0,True,"05 25, 2017",A3J4XAGMLTHFHZ,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Susan,Ugh... way to large - is this for a man?,Nope,1495670400,,,ugh way large man,40,0,1.0
340,1565,5.0,True,"07 1, 2016",AS378UOMHULXO,B009MA34NY,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,"Look better than the picture, very comfortable, great support.",PERFECT,1467331200,,,look better picture comfortable great support,62,1,1.0
341,15,5.0,True,"06 24, 2015",AW8UBYMNJ894V,B000KPIHQ4,,Cognizant Consumer,A little more cushion than the Powerstep Protech but the arch is maybe just a little lower. We love both styles. Excellent for plantar fasciitis and neuromas.,Great comfort!,1435104000,,,little cushion powerstep protech arch maybe little lower love style excellent plantar fasciitis neuroma,158,1,1.0
342,2372,5.0,True,"03 13, 2016",ATS6HOUGOVX0D,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For,1457827200,22.0,,tried store buying online knew fit good overall looking durable cross training shoe would hold rigorous training great far really light comfortable importantly grip bottom foot slide plank push ups etc highly satisfied purchase,412,1,1.0
343,1402,5.0,True,"05 22, 2017",A12FBA7DCFE5W7,B009MA34NY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Julia,The shoe fit has expected. It is comfortable.,It is comfortable.,1495411200,,,shoe fit expected comfortable,45,1,1.0
344,1951,5.0,True,"05 15, 2016",A2KCFRMKVHYSU7,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Saving star,Really comfy and nice color,Great and comfy for sports,1463270400,,,really comfy nice color,27,1,1.0
345,2759,5.0,True,"05 16, 2018",ASECGGNQIT2RN,B014IBJKNO,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra DeGrand,Love these shoes!,Very confortable!,1526428800,,,love shoe,17,1,1.0
346,3015,5.0,True,"12 29, 2016",A37RTXMIC21YOH,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",R Hyden,Came quick and my daughter LOVES them,Five Stars,1482969600,,,came quick daughter love,37,1,1.0
347,1759,3.0,True,"06 16, 2017",A1OM5S4Z9J2JQQ,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hassnaa,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for,1497571200,,,got impression cushiony comfy reading review product tried much firmer work shoe standing day need enough support comfort right product return would assume would work fine training look decent clean seems sturdy right thing refunded instantly upon returning credit,464,0,1.0
348,317,5.0,True,"05 22, 2017",A2ZE58RF22658T,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dcf42,"They fit great, look great, are quite comfortable and are just what I was looking for!",Perfect cross trainers,1495411200,,,fit great look great quite comfortable looking,86,1,1.0
349,1302,5.0,True,"12 17, 2017",A18530DRJJ0QAF,B009MA34NY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Phyllis Cecilia McCray,She loves them,Five Stars,1513468800,,,love,14,1,1.0
350,1854,4.0,True,"01 13, 2017",A3RP2S6J4VUA7D,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,4/5,1484265600,,,line really show unless bright light perfect true size comfortable first time put,187,1,1.0
351,2618,5.0,True,"02 1, 2017",A3BN0MRGRDKM0J,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",j.morris,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!,1485907200,,,perfect fit brand new new box completely perfect condition sale awesome highly reccomend super cute shoe,122,1,1.0
352,2589,5.0,True,"03 23, 2017",AEUUYBIO73RLA,B010RRWKT4,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",L. Jones,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",Good Shoes!,1490227200,3.0,['https://images-na.ssl-images-amazon.com/images/I/81liejjyHVL._SY88.jpg'],inch extra space tip big toe front shoe okay though usually wear sock feel big even make foot look bit long color vibrant sole plenty grip even slippery floor wore day comfortable overall pleased shoe,397,1,1.0
353,1039,4.0,True,"05 15, 2017",A2ABEGA0S52R5E,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Katie Yockey,They run big. Order a full size smaller.,Four Stars,1494806400,,,run big order full size smaller,40,1,1.0
354,46,2.0,True,"10 26, 2015",A26TEJJ6YOGWMZ,B000YFSR5G,,Henry A.,"Did not fit well. Was not comfortable. Switched to ""Fruit of the loom"". Fruit of the loom are somewhat oversized but fit well and are very comfortable.","Was not comfortable. Switched to ""Fruit of the loom""",1445817600,,,fit well comfortable switched fruit loom fruit loom somewhat oversized fit well comfortable,151,1,1.0
355,2718,5.0,True,"06 2, 2016",AIO1XEP0AIDQJ,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",my3sons+3,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!,1464825600,,,shoe awesome nearly weightless feel great foot first day wore wore day vacation put next day besides comfort really cool color,237,1,1.0
356,455,5.0,True,"09 23, 2016",AZ3KLARHNWMNZ,B001IKJOLW,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",PomeLo,fits perfect,Five Stars,1474588800,,,fit perfect,12,1,1.0
357,1082,3.0,True,"03 17, 2017",A1ZR8LQHUOUFJP,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Mammot,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",Not my favorites...,1489708800,,,fit fine much cushioning footbed first time wearing long walk developed blister bottom foot,143,1,0.25
358,720,5.0,True,"03 24, 2017",AY9TXNLYCD9L5,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Nice shoes,Five Stars,1490313600,,,nice shoe,10,1,1.0
359,651,5.0,True,"07 18, 2017",A1LCV2UNXGHB0W,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",luvtoshop,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes,1500336000,,,love shoe fit expected look really nice shoe narrow base really like like one make foot look wide,178,1,1.0
360,1428,5.0,True,"04 14, 2017",AFD4WKNPLPS3I,B009MA34NY,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love these shoes for circuit training.,Five Stars,1492128000,,,love shoe circuit training,38,1,1.0
361,2367,4.0,True,"03 24, 2016",A3KAX5RZ4XH9L7,B010RRWKT4,"{'Size:': ' 9 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Metallic Platinum'}",initialkl,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600,,,price spent pair shoe say good expected comfortable hurt foot run,131,1,1.0
362,1036,5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B0014F7B98,"{'Size:': ' 7.5 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",J.T.,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,1495152000,2.0,"['https://images-na.ssl-images-amazon.com/images/I/714tarywrwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718Y-qb+NUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81mJY5XtKRL._SY88.jpg']",super comfy true size use boot camp cross fit great absolutely recommended,109,1,1.0
363,3140,5.0,True,"05 3, 2018",A2YIR9LKJO8W37,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Hair_bear_xo,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,1525305600,,,love shoe foot feel much better lot padding light enough run,90,1,1.0
364,1494,5.0,True,"01 1, 2017",A3A90ECS7ALV4T,B009MA34NY,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",marysaw,love the lightweight and the fit,Five Stars,1483228800,,,love lightweight fit,32,1,1.0
365,2415,4.0,True,"03 17, 2018",AHXQ0PAMEKC0P,B010RRWKT4,"{'Size:': ' 8 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",ALH,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","Comfortable, lightweight Xtrainer",1521244800,,,comfortable athletic shoe good gym ellipical tredmill etc fit good shoe really lightweight comfy,127,1,1.0
366,939,3.0,True,"11 30, 2017",AERFS3FMQJJ9L,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug,1512000000,,,nice shoe bit snug small foot flex wire really make shoe fit tight foot need wiggle room footwear otherwise would kept,192,1,1.0
367,23,5.0,True,"11 17, 2014",A265UZVOZWTTXQ,B000V0IBDM,,William_Jasper,These insoles help my heels feel much better.  I would never wear a pair of athletic shoes with the original insoles.,These insoles help my heel feels much better. I would never wear a pair of athletic ...,1416182400,,,insole help heel feel much better would never wear pair athletic shoe original insole,117,1,0.5
368,211,5.0,True,"01 8, 2018",A1VXFXHDY4SRI5,B001IKJOLW,"{'Size:': ' 6 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Trl,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",1515369600,,,super light weight decent arch support mine higher average pleasantly surprised sole tread circuit training class really tell online pic also pleasantly surprised ran ever slightly bigger nike running shoe use wear year ago always wore one size larger hurache running shoe really worried size would small actually toe room shoe size shoe athletic heel boot correct amount room big toe edge shoe inch le want big toe jammed edge shoe lunging jumping etc shoe arrived odd yellowish color side one shoe damage box paper lining etc happy clorox wipe easily cleaned shoe discolor happy highly recommend although worked,1003,1,1.0
369,1853,1.0,True,"01 15, 2017",A8DR2Z71DERN0,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Dawn Rosa,After less than a week the sole ripped off on the outside of the shoe,Poor quality for Nike,1484438400,20.0,['https://images-na.ssl-images-amazon.com/images/I/816nEyCUCuL._SY88.jpg'],le week sole ripped outside shoe,69,0,1.0
370,2178,4.0,True,"03 30, 2017",A3T1O294HJJTUH,B005AGO4LU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",SmartMonkey,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them.,Decent little shoe for the price.,1490832000,,,nice lightweight shoe lot cushion run long distance,87,1,1.0
371,1246,5.0,True,"04 26, 2018",AHZ8GGXF4BCNP,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Melissa Williams,Love these shoes.. they are so comfortable.,Five Stars,1524700800,,,love shoe comfortable,43,1,1.0
372,2919,3.0,True,"05 25, 2017",A3J4XAGMLTHFHZ,B014IBJKNO,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Susan,Ugh... way to large - is this for a man?,Nope,1495670400,,,ugh way large man,40,0,1.0
373,1411,5.0,True,"05 5, 2017",A24DSR6Y3A08QM,B009MA34NY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",Luiza A.,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,I've been using these to exercise and they are nice a roomy and allow my feet to breath,1493942400,,,using exercise nice roomy allow foot breath also love color,110,1,1.0
374,2788,5.0,True,"03 20, 2018",AJ74ZOS1UKOBA,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",keith jones,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,1521504000,,,love lightweight shoe absolute favorite always order half size bigger nike shoe every shoe closet,137,1,1.0
375,2462,2.0,True,"11 5, 2017",A3M69Q5SNV7U0X,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Amazon Customer,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...",1509840000,6.0,,bought gym training weight class dance class body jam zumba really wanted like since loved color light weight feel worked high impact toe tingled went numb cramped toe bed narrow also enough cushion lunge ball foot hurt return wore several time might fine someone narrow foot,467,1,0.5
376,2606,4.0,True,"02 24, 2017",A3F5015D4BBJM9,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hedy,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,My second favorite.,1487894400,,,cute comfy sleek design complaint fly wire loosens shoe sometimes slip heel heavy sled run two pair style,171,1,1.0
377,2500,3.0,True,"08 17, 2017",A2Y2IKO63FNHQE,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Sandie,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,1502928000,,,returned found ryka pair liked better,50,0,1.0
378,2794,5.0,True,"03 5, 2018",A39943Z2419XIU,B014IBJKNO,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,The fit is as expected,Fits to size,1520208000,,,fit expected,22,1,1.0
379,906,5.0,True,"03 5, 2018",A39943Z2419XIU,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,The fit is as expected,Fits to size,1520208000,,,fit expected,22,1,1.0
380,649,5.0,True,"07 18, 2017",A37EEIAK5YJGTS,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",myrtlyn Allen Skeeling,Nice,Five Stars,1500336000,,,nice,4,1,1.0
381,3004,5.0,True,"01 12, 2017",A34NDY5V71MVJ6,B014IBJKNO,"{'Size:': ' 8.5 M US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Bpiq,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",LOVE!,1484179200,,,love ordered normal shoe size fit great used strength training class performed well sooooo pretty comfortable low profile stylish,216,1,1.0
382,1584,5.0,False,"05 10, 2016",A22WG2NE4D47UM,B009MA34NY,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,Best shoes ever!!!,1462838400,,,comfortable shoe used working extremely light weight flexible loved much purchased two pair different color,166,1,1.0
383,3143,5.0,True,"06 20, 2018",A311XHHLM12MUT,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Peter,Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,Love them!,1529452800,,,favorite nike shoe ever flex sole excellent someone like love free feeling sandal barefoot move effortlessly bend foot worn multiple activity foot ankle pain white green dark grey color go many outfit mesh breathes perfectly hot summer day highly recommend,382,1,1.0
384,131,4.0,True,"02 21, 2017",A1Y01U6OZLZE7I,B000YFSR4W,"{'Size:': ' X-Large', 'Color:': ' Charcoal Heather'}",Heather Devine,"Very comfy. If they had pockets, theyd be awesome! I bought these for me to lounge around in and my husband has stolen them. I might have to buy another pair!",Comfy and warm.,1487635200,,,comfy pocket theyd awesome bought lounge around husband stolen might buy another pair,158,1,1.0
385,1591,5.0,True,"04 21, 2016",AOFQAZVA6Q6E7,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",D. Resendes,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight,1461196800,3.0,,shoe week far enjoyed using considering fact wide foot shoe slightly tight however feel uncomfortable bother use throughout workout know people personally like shoe bit tighter bit looser personal preference,371,1,1.0
386,2484,5.0,True,"09 18, 2017",A2W3B4YHP3HZ9R,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",judy laurel,"Cute shoe, fit as expected, and very comfortable.",and very comfortable.,1505692800,,,cute shoe fit expected comfortable,49,1,1.0
387,1198,5.0,True,"07 1, 2016",A3QX1A6IPFQTN9,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Campsandalwood,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,Nice shoe,1467331200,5.0,,love new nike year since able wear sizing changed year ago wear new style sizing perfect lightweight shoe ton style fog color looking black neon wore participate relay life hour walk held great,378,1,1.0
388,2405,5.0,True,"04 3, 2018",A3RHNGQAZWUX01,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Masher41,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,1522713600,,,second pair comfortable great people bunion issue previous surgery sole wear great,105,1,1.0
389,31,5.0,True,"06 16, 2017",A1EZN3E9R322YJ,B000YFSR5G,"{'Size:': ' XXX-Large', 'Color:': ' Deep Royal'}",wayne ereira,"Typical Hanes quality. Good weight, sized just right, made pretty well",Typical Quality,1497571200,,,typical hanes quality good weight sized right made pretty well,70,1,1.0
390,1238,5.0,True,"03 6, 2016",A12AWD9L3DD93E,B009MA34NY,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I recommend that!,Five Stars,1457222400,,,recommend,17,1,1.0
391,2142,5.0,True,"05 22, 2017",A2ZE58RF22658T,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dcf42,"They fit great, look great, are quite comfortable and are just what I was looking for!",Perfect cross trainers,1495411200,,,fit great look great quite comfortable looking,86,1,1.0
392,2558,4.0,True,"05 2, 2017",A1SR58S4CXKU5G,B010RRWKT4,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Leslie Marks,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",Great training shoes,1493683200,,,lightweight comfortable supportive happy bought shoe working,86,1,1.0
393,1713,5.0,True,"09 10, 2017",ANPPQ1G3RP88H,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Amazon Customer,Love these sneakers! Perfect fit and super light,Five Stars,1505001600,,,love sneaker perfect fit super light,48,1,1.0
394,159,3.0,True,"03 23, 2016",A2YI41MCJB2QCV,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Elizabeth Gravesen,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,1458691200,7.0,,always get half size tennis shoe reason feel big heel area wide,108,1,0.5
395,158,4.0,True,"03 24, 2016",A3KAX5RZ4XH9L7,B001IKJOLW,"{'Size:': ' 9 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",initialkl,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600,,,price spent pair shoe say good expected comfortable hurt foot run,131,1,1.0
